brand,platform,type,product_name,rating,city,text,sentiment,intent,source_url,review_date,scraped_at,row_hash
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe CP-E Block — Delhi Connaught Place,Great collection and the location is absolutely fantastic. Probably the best Louis Philippe store I have visited.,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+CP-E+Block/data=!4m7!3m6!1s0x390cfde912f6ac2f:0x5f1280e1ff1367c4!8m2!3d28.6322394!4d77.221248!16s%2Fg%2F11r8mjwc1v!19sChIJL6z2Eun9DDkRxGcT_-GAEl8?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640035+00:00,f07993197c1bbe7d
Louis Philippe,Google,Customer Service,,5.0,Louis Philippe CP-E Block — Delhi Connaught Place,"Amazing choice available on this store and too good supporting staff.
My first preference for Aditya birla fashion .",Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+CP-E+Block/data=!4m7!3m6!1s0x390cfde912f6ac2f:0x5f1280e1ff1367c4!8m2!3d28.6322394!4d77.221248!16s%2Fg%2F11r8mjwc1v!19sChIJL6z2Eun9DDkRxGcT_-GAEl8?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640044+00:00,aa3c6d926cfb26e4
Louis Philippe,Google,Customer Service,,5.0,Louis Philippe CP-E Block — Delhi Connaught Place,Central Delhi's Best LP store I've visited till date ... Staff is Very Assisting especially MRs. Sana And her co aparts..,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+CP-E+Block/data=!4m7!3m6!1s0x390cfde912f6ac2f:0x5f1280e1ff1367c4!8m2!3d28.6322394!4d77.221248!16s%2Fg%2F11r8mjwc1v!19sChIJL6z2Eun9DDkRxGcT_-GAEl8?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640052+00:00,a7e9f0def7e0cd8e
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe - Select City Walk — Delhi Inner Circle,"I had an excellent experience at the Louis Philippe store in SelectCity Walk, Saket. The staff here is extremely professional, friendly, and genuinely committed to customer satisfaction. A special shoutout to Surjeet, who went out of his …",Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640278+00:00,dda5e08594f03b44
Louis Philippe,Google,Store Experience,,4.0,Louis Philippe - Select City Walk — Delhi Inner Circle,"Such an amazing showroom with a huge stock . Here you will get all types of  cotton, linen, combination, embroidery done shirts, mural painted ones ,3pieces ,blazzers,shoes and others small stuffs LPbranding over there. There is a good …",Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640289+00:00,03cfb1288f846c33
Louis Philippe,Google,Customer Service,,5.0,Louis Philippe - Select City Walk — Delhi Inner Circle,Excellent customer service & Lover the collection,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640300+00:00,df732721fa96b503
Louis Philippe,Google,Customer Service,,5.0,Louis Philippe - Select City Walk — Delhi Inner Circle,Amazing collection. Loved the staff service,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640311+00:00,86565cbeecb4b839
Louis Philippe,Google,Store Experience,,1.0,Louis Philippe - Select City Walk — Delhi Inner Circle,"First i want to say about the staff members:- they think they are the owner of the brand, their attitude is on another level. They just stand in group and mock other. I went to purchase a shirt which i dont like i said i dont want he …",Negative,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640321+00:00,083eeab23c06f98a
Louis Philippe,Google,Store Experience,,1.0,Louis Philippe - Select City Walk — Delhi Inner Circle,I am giving one star just because of the staff(Rakesh).They don't bother. He has a another level of attitude.I have been visited in Vegas dwarka the staff was amazing and humble as compared to saket.,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640331+00:00,07f1b33164fbca29
Louis Philippe,Google,Fit & Sizing,,4.0,Louis Philippe - Select City Walk — Delhi Inner Circle,It's always great to visit Louis Philip. I recently bought a suit for my cousin and he very happy with design fitting and clothing material and as far my concern i was impressed with polite and courteous staff which they have. Value for money.,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640340+00:00,b705745037e46f9c
Louis Philippe,Google,Customer Service,,1.0,Louis Philippe - Select City Walk — Delhi Inner Circle,"Left the stuff twice before buying it…because of the staff’s behaviour
That old guy is too rude doesn’t know how to speak to customers",Negative,Complaint,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640348+00:00,79feb7a1e1f3b114
Louis Philippe,Google,Store Experience,,1.0,Louis Philippe - Select City Walk — Delhi Inner Circle,I just went there few minutes ago inside.shop was nice but staff over there very bad manner.there are few staff infront of entering door are laughing on people face when they enter in shop.omg ...very bad welcoming the customer. Even you …,Negative,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640358+00:00,8fe1f931012a4ce7
Louis Philippe,Google,Product Quality,,5.0,Louis Philippe - Select City Walk — Delhi Inner Circle,"The quality and collection is very nice. Very good fit as well (that's personal though).  The brand is slightly higher rated than its sister brand, Van Heusen.",Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Select+City+Walk/data=!4m7!3m6!1s0x390ce1f706aaaa9f:0xca0421dfac2eeb26!8m2!3d28.5289479!4d77.2184061!16s%2Fg%2F1tf_fspn!19sChIJn6qqBvfhDDkRJusurN8hBMo?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640368+00:00,43d4eda771ebc32d
Louis Philippe,Google,Pricing,,1.0,Louis Philippe Factory Outlet — Delhi Inner Circle,"Worst experience.
They are cheating by keeping same price for all the shirts. The one which costs 2499 MRPin original showroom,they will keep 3499. …",Negative,Complaint,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640382+00:00,769d3684539671fd
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,good costumer dealing & good bihavior,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640400+00:00,84e7b41c9e01dc1d
Louis Philippe,Google,Pricing,,3.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Nice shop and best offers everytime you get. Staff is also helpful,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640409+00:00,626264d63cd968da
Louis Philippe,Google,Pricing,,3.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Offers can can normalize bz its factory outlet so they should normalize else it was great experience,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640417+00:00,3dd5e82ddf5a9efb
Louis Philippe,Google,Pricing,,4.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Best place to purchase suits and formal wear on discounted prices. 😊 …,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640426+00:00,6203b85892e7a778
Louis Philippe,Google,Pricing,,2.0,Louis Philippe Factory Outlet — Delhi Inner Circle,No new Variety...inflated prices,Negative,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640434+00:00,f3fef1be6895a043
Louis Philippe,Google,Pricing,,4.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Good shop and great offers.,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640443+00:00,4fe30758668aad91
Louis Philippe,Google,Store Experience,,3.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Not so many Verity was available,Neutral,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640451+00:00,554f9588ced94b3d
Louis Philippe,Google,Product Quality,,4.0,Louis Philippe Factory Outlet — Delhi Inner Circle,I liked the quality of clothes.,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640459+00:00,58200a1343c2c7d9
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Nice shop,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390cfdf19357dfed:0xc9b2ccfc6e9bf3b7!8m2!3d28.6978084!4d77.204685!16s%2Fg%2F11c6db4m3d!19sChIJ7d9Xk_H9DDkRt_ObbvzMssk?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640467+00:00,b3c7f9f343ae4e82
Louis Philippe,Google,Pricing,,1.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,"Do not buy! The products are flimsy and not of any recognisable quality, appears counterfeit. The Price slips are taken off the products through which they're offering such heavy discounts. They don't even a white shirt with them. The staff …",Neutral,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640479+00:00,c247a62a8c98077a
Louis Philippe,Google,Customer Service,,1.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,"Poor Customer service, no responsibilities for staff..i asked them to iron the blazer,they ask me to give to iron",Negative,Complaint,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640497+00:00,4b1c9f50a53aee7b
Louis Philippe,Google,Store Experience,,4.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,Good collection. Limited collection of shirts though,Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640506+00:00,65235ddc970262f8
Louis Philippe,Google,Pricing,,1.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,"LOUIS PHILLIPPE - A PROPER CAPITALIST BRAND , dosent care about customer satisfaction , the price are way much expensive and executives dont pamper you.",Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640513+00:00,72d4baf9df5727ad
Louis Philippe,Google,Store Experience,,4.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,Good 💯 …,Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640522+00:00,836eec4176ba06c9
Louis Philippe,Google,Product Quality,,5.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,"Nice outlet , Louise Philippe's quality is very good",Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640530+00:00,980cfcad101ea673
Louis Philippe,Google,Pricing,,5.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,There are discounts on apparels and accessories for the whole year round,Neutral,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640544+00:00,a1bbfa8a2508beb6
Louis Philippe,Google,Store Experience,,5.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,Great,Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640552+00:00,a1f7176e11d228b6
Louis Philippe,Google,Store Experience,,5.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,Good collection and nice staff,Positive,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640560+00:00,7970502c33085633
Louis Philippe,Google,Store Experience,,5.0,LOUIS PHILIPPE FACTORY OUTLET — Delhi Inner Circle,Store staff was very coperative..,Neutral,General Feedback,https://www.google.com/maps/place/LOUIS+PHILIPPE+FACTORY+OUTLET/data=!4m7!3m6!1s0x390d1b27550be873:0xa2842c945534ab1f!8m2!3d28.6016187!4d77.0820656!16s%2Fg%2F11m82vrrry!19sChIJc-gLVScbDTkRH6s0VZQshKI?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640568+00:00,bf5240878f66ec6f
Louis Philippe,Google,Pricing,,2.0,Louis Philippe Factory Outlet — Delhi Inner Circle,"Very average collection, no discounts at all despite the collection being much old... The staff isn't that interested in making sales or helping out.",Negative,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640576+00:00,3151b58e54843faf
Louis Philippe,Google,Pricing,,3.0,Louis Philippe Factory Outlet — Delhi Inner Circle,his outlet have some good options for mens. Clothes are good and at a discounted price. But sometimes the stock is available and sometimes we only get few things.,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640587+00:00,5bd66500587d25dd
Louis Philippe,Google,Store Experience,,1.0,Louis Philippe Factory Outlet — Delhi Inner Circle,"Santosh Kumar: He treat us very badly, even they don’t know how to treat to customers. He denies for trial",Negative,Query,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640596+00:00,8ca5fafd1bfd9e3b
Louis Philippe,Google,Pricing,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,"Very good shopping place suits, blazers, shorts, shoe, jeans, T-shirts, shirts, part wear etc easily available and very affordable price also.",Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640605+00:00,3e054ff6c2fe8467
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,The collection is really good. I bought shirts and blazers. Blazers specifically are the best,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640621+00:00,e28ea9d3a69f99db
Louis Philippe,Google,Pricing,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,A beautiful Branded Store for varieties and designs available at a discount rate. The contact number provided in store address is not working. Please update.,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640632+00:00,9960e81eeaf1676c
Louis Philippe,Google,Product Quality,,1.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Very pathetic quality colour fade in 2-3 wash after visiting store located in ghitorni there is not any kind of support,Negative,Complaint,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640641+00:00,bc0c3b9e57408fc5
Louis Philippe,Google,Pricing,,3.0,Louis Philippe Factory Outlet — Delhi Inner Circle,This outlet have some good options for mens. Clothes are good and at a discounted price. But sometimes the stock is available and sometimes we only get few things.,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640657+00:00,62ed26c40d03fa3e
Louis Philippe,Google,Store Experience,,4.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Great collection and the best deals u could get...,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640665+00:00,31622bea79816a71
Louis Philippe,Google,Fit & Sizing,,5.0,Louis Philippe Factory Outlet — Delhi Inner Circle,Great clothing reccomended brand for options and outfit,Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+Factory+Outlet/data=!4m7!3m6!1s0x390d1ef735fb53cb:0xc60a0454873e5c58!8m2!3d28.4925211!4d77.1468403!16s%2Fg%2F12hk403pj!19sChIJy1P7NfceDTkRWFw-h1QECsY?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640674+00:00,57801ce3b68e5197
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe - Ambience Mall — Delhi Inner Circle,Really nice options to choose from. Amazing staff especially Mr.Sandeep Lucky helped a lot to choose the right suit and shoes. It was a nice experience,Positive,Recommendation,https://www.google.com/maps/place/Louis+Philippe+-+Ambience+Mall/data=!4m7!3m6!1s0x390d1dce97783a35:0xc144a9a6bcfddd8c!8m2!3d28.5309802!4d77.1491364!16s%2Fg%2F119v7q36w!19sChIJNTp4l84dDTkRjN39vKapRME?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640682+00:00,c3a3a97d1186b4eb
Louis Philippe,Google,Store Experience,,5.0,Louis Philippe - Ambience Mall — Delhi Inner Circle,"Louis Philippe is a premium Indian brand of men's apparel.
One could get best formals here.",Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Ambience+Mall/data=!4m7!3m6!1s0x390d1dce97783a35:0xc144a9a6bcfddd8c!8m2!3d28.5309802!4d77.1491364!16s%2Fg%2F119v7q36w!19sChIJNTp4l84dDTkRjN39vKapRME?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640690+00:00,e75185cbf32dc1e6
Louis Philippe,Google,Store Experience,,1.0,Louis Philippe - Ambience Mall — Delhi Inner Circle,Such a shameless staff especially the Fraud and a unprofessional illiterate sales person Yogesh he’s such a big cheat what i tried and selected and paid and told that thief that plz pack the stuff that i had finally selected and will come …,Negative,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Ambience+Mall/data=!4m7!3m6!1s0x390d1dce97783a35:0xc144a9a6bcfddd8c!8m2!3d28.5309802!4d77.1491364!16s%2Fg%2F119v7q36w!19sChIJNTp4l84dDTkRjN39vKapRME?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640703+00:00,84c7fe590cbb2e38
Louis Philippe,Google,Customer Service,,4.0,Louis Philippe - Ambience Mall — Delhi Inner Circle,"Nice collection and friendly staff, good customer service",Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Ambience+Mall/data=!4m7!3m6!1s0x390d1dce97783a35:0xc144a9a6bcfddd8c!8m2!3d28.5309802!4d77.1491364!16s%2Fg%2F119v7q36w!19sChIJNTp4l84dDTkRjN39vKapRME?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640714+00:00,b796e167bd0beaed
Louis Philippe,Google,Customer Service,,4.0,Louis Philippe - Ambience Mall — Delhi Inner Circle,"Nice service, good staff and a good collection to shop from",Positive,General Feedback,https://www.google.com/maps/place/Louis+Philippe+-+Ambience+Mall/data=!4m7!3m6!1s0x390d1dce97783a35:0xc144a9a6bcfddd8c!8m2!3d28.5309802!4d77.1491364!16s%2Fg%2F119v7q36w!19sChIJNTp4l84dDTkRjN39vKapRME?authuser=0&hl=en&rclk=1,,2026-07-10T16:49:02.640728+00:00,d1a46c57e90feebb
