brand,platform,type,product_name,rating,city,text,sentiment,intent,source_url,review_date,scraped_at,row_hash
Peter England,Myntra,Product Quality,Trousers,5.0,Myntra,Best trousers with great quality and fit,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,88c620277dae0bcb
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Excellent stitching and durable material,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,253d9c32f11772c9
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Perfect for office and casual wear,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,0b6f322a1347aa03
Peter England,Myntra,Product Quality,Trousers,4.0,Myntra,Comfortable but slightly less premium fabric,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,d1598c9af3244211
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Good fit and color retention after washing,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,83f21766ab9a8fd6
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Stylish and versatile trousers,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,b15bb7dd0ac30943
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Comfortable for all day wear,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,bd10ea3563beac11
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Sharp formal look with great fit,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,37454b9e6c6452de
Peter England,Myntra,Product Quality,Trousers,4.0,Myntra,Good material but could be better quality,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,7717b70f88a788ae
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Value for money and reliable brand,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,916368b75d7b1186
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Premium finish and comfortable,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,e5ece9c3d97b27bf
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Clean design and perfect fitting,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,4b72b5a39b113c40
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Highly recommended for daily wear,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,13d87a734afc8950
Peter England,Myntra,Store Experience,Trousers,4.0,Myntra,Decent fit and comfortable material,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,2993337d366c5dac
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Great product overall,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,2fecd5b37528166a
Peter England,Myntra,Store Experience,Trousers,5.0,Myntra,Stylish and comfortable fit,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,d544ebb9ddd83555
Peter England,Myntra,Product Quality,Trousers,5.0,Myntra,Good quality and long lasting,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,ef076c9000d5d79a
Peter England,Myntra,Store Experience,Trousers,4.0,Myntra,Good trousers but slightly average feel,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,884757ed7c80f40a
Peter England,Instagram,Store Experience,Cricket Campaign,5.0,,"Campaign resonates strongly with audiences due to cricket relevance, enhancing brand relatability and engagement",Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,48a494b2b3c108ef
Peter England,Instagram,Store Experience,Cricket Collection,4.0,,Positive engagement indicates that sports-based campaigns effectively connect with the target audience,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,530415916ec2f2bc
American Eagle,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Best winter wear with great fit and vibrant color,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,2f7c6b8734ba9582
American Eagle,Myntra,Product Quality,Sweatshirt,5.0,Myntra,"Top quality fabric, warm and classy for winters",Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,b4965bb575f20fb9
American Eagle,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Soft fleece and warm material with good comfort,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,e36a4d62017617ef
American Eagle,Myntra,Store Experience,Sweatshirt,4.0,Myntra,"Warm and soft sweatshirt, overall good product",Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,0f5874e1ae4f5b24
American Eagle,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Perfect size and comfortable fit,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,ef9fe4842676360d
American Eagle,Myntra,Store Experience,Sweatshirt,3.0,Myntra,Product is average overall,Neutral,General Feedback,,,2026-07-11T13:32:47.600375+00:00,0c896d506ecc087b
American Eagle,Myntra,Product Quality,T-Shirt,5.0,Myntra,"Loved the color, fabric and fitting",Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,7b18d6390d48e488
American Eagle,Myntra,Store Experience,T-Shirt,5.0,Myntra,Amazing color and overall look,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,0b3313443efcf9c7
American Eagle,Myntra,Product Quality,T-Shirt,3.0,Myntra,Print quality is not good,Neutral,Recommendation,,,2026-07-11T13:32:47.600375+00:00,0f308f0a36161439
American Eagle,Myntra,Store Experience,T-Shirt,4.0,Myntra,Decent product,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,5495308b76cd87a1
American Eagle,Myntra,Store Experience,T-Shirt,5.0,Myntra,Nice product overall,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,fd2338926ae6ef4e
American Eagle,Instagram,Store Experience,Celebrity Campaign (Ananya Panday),5.0,,"High positive engagement when Bollywood celebrity Ananya Panday is featured, with users responding strongly to influencer-led content and brand styling",Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,d3cfd6119b89252c
American Eagle,Instagram,Store Experience,Influencer Campaign,5.0,,"Celebrity endorsement drives strong visibility and engagement, enhancing brand appeal among younger audiences",Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,4335fa44b232daba
American Eagle,Instagram,Store Experience,Bollywood Collaboration,4.0,,Positive audience reactions indicate that Bollywood partnerships increase relatability and trend alignment,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,c3b0a4f7094d8fd3
Reebok,Myntra,Product Quality,T-Shirt,5.0,Myntra,Very comfortable with soft breathable fabric and perfect fit,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,093697f6bf6477d8
Reebok,Myntra,Product Quality,T-Shirt,5.0,Myntra,"Soft fabric, great fit and color stays vibrant after washing",Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,675f66340c37d75c
Reebok,Myntra,Store Experience,T-Shirt,5.0,Myntra,Good fitting and suitable for all weather conditions,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,a37fddd865c48aa2
Reebok,Myntra,Product Quality,T-Shirt,3.0,Myntra,Good cotton quality but not suitable for sports use,Neutral,Recommendation,,,2026-07-11T13:32:47.600375+00:00,87418c55d8c7feb9
Reebok,Myntra,Product Quality,T-Shirt,5.0,Myntra,Perfect size and good quality,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,3dcd6128d9a44365
Reebok,Myntra,Product Quality,T-Shirt,4.0,Myntra,Good quality overall,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,546a35fca769dfc6
Reebok,Myntra,Product Quality,T-Shirt,5.0,Myntra,Nice fabric and comfortable,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,2ce963af175d5b8e
Reebok,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Good product,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,84a187afdaa37a65
Reebok,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Nice product,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,015f1c4c47856fba
Reebok,Myntra,Store Experience,Sweatshirt,5.0,Myntra,Nice and comfortable,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,b74c1ab29d235037
Reebok,Myntra,Store Experience,Track Pants,5.0,Myntra,Good product,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,84a187afdaa37a65
Reebok,Myntra,Store Experience,Track Pants,5.0,Myntra,Nice product,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,015f1c4c47856fba
Reebok,Myntra,Store Experience,Track Pants,5.0,Myntra,Comfortable and good,Positive,Recommendation,,,2026-07-11T13:32:47.600375+00:00,81d1a58737aeda19
Reebok,Instagram,Store Experience,Sports Partnership Campaign,5.0,,Collaborations with athletes and local teams drive high engagement and strengthen brand credibility in sports,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,7370015606e2df85
Reebok,Instagram,Store Experience,Athlete Collaboration,4.0,,Positive reactions indicate that grassroots and athlete-led campaigns improve relatability and trust,Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,5b302083008d5568
Reebok,Instagram,Store Experience,Local Soccer Team & Manu Bhaker Campaign,5.0,,"Strong positive engagement when partnering with a local soccer team and shooter athlete Manu Bhaker, with users appreciating the authentic sports association and community connection",Positive,General Feedback,,,2026-07-11T13:32:47.600375+00:00,2a09def538293e30
